active,timestamp,engine_max_rpm,engine_idle_rpm,engine_current_rpm,acceleration_x,acceleration_y,acceleration_z,velocity_x,velocity_y,velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,yaw,pitch,roll,suspension_travel_ratio_FL,suspension_travel_ratio_FR,suspension_travel_ratio_RL,suspension_travel_ratio_RR,wheel_slip_ratio_FL,wheel_slip_ratio_FR,wheel_slip_ratio_RL,wheel_slip_ratio_RR,wheel_rotation_speed_FL,wheel_rotation_speed_FR,wheel_rotation_speed_RL,wheel_rotation_speed_RR,wheel_on_rumble_strip_FL,wheel_on_rumble_strip_FR,wheel_on_rumble_strip_RL,wheel_on_rumble_strip_RR,wheel_puddle_depth_FL,wheel_puddle_depth_FR,wheel_puddle_depth_RL,wheel_puddle_depth_RR,surface_rumble_FL,surface_rumble_FR,surface_rumble_RL,surface_rumble_RR,wheel_slip_angle_FL,wheel_slip_angle_FR,wheel_slip_angle_RL,wheel_slip_angle_RR,wheel_combined_slip_FL,wheel_combined_slip_FR,wheel_combined_slip_RL,wheel_combined_slip_RR,suspension_travel_FL,suspension_travel_FR,suspension_travel_RL,suspension_travel_RR,car_ordinal_id,car_class_id,car_performance_index,car_drivetrain_id,car_num_cylinders,position_x,position_y,position_z,speed,power,torque,tire_temp_FL,tire_temp_FR,tire_temp_RL,tire_temp_RR,boost,fuel,dist_traveled,lap_time_best,lap_time_last,lap_time_current,race_time,lap_num,race_position,throttle,brake,clutch,handbrake,gear_num,steering_angle,driving_line,ai_brake_diff,tire_wear_FL,tire_wear_FR,tire_wear_RL,tire_wear_RR,track_id
1,1083156,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.63,31.2,31.89,31.89,-11.025,0.9979,528.4749,0.0,0.0,606.706,771.5695,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083171,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.63,31.2,31.89,31.89,-11.025,0.9979,528.4749,0.0,0.0,606.7227,771.5862,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083187,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.63,31.2,31.89,31.89,-11.025,0.9979,528.4749,0.0,0.0,606.7393,771.6028,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083203,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.63,31.19,31.89,31.89,-11.025,0.9979,528.4749,0.0,0.0,606.756,771.6195,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083218,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.63,31.19,31.89,31.89,-11.025,0.9979,528.4749,0.0,0.0,606.7726,771.6362,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083250,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.19,31.89,31.89,-11.025,0.9979,528.4749,0.0,0.0,606.7893,771.6528,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083265,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.19,31.88,31.88,-11.025,0.9979,528.4749,0.0,0.0,606.806,771.6695,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083281,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.19,31.88,31.88,-11.025,0.9979,528.4749,0.0,0.0,606.8226,771.6862,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083296,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.19,31.88,31.88,-11.025,0.9979,528.4749,0.0,0.0,606.8394,771.7028,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083312,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.19,31.88,31.88,-11.025,0.9979,528.4749,0.0,0.0,606.856,771.7195,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083328,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.18,31.88,31.88,-11.025,0.9979,528.4749,0.0,0.0,606.8727,771.7361,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083343,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.62,31.18,31.88,31.88,-11.025,0.9979,528.4749,0.0,0.0,606.8893,771.7528,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083359,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.61,31.18,31.87,31.87,-11.025,0.9979,528.4749,0.0,0.0,606.906,771.7695,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083375,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.61,31.18,31.87,31.87,-11.025,0.9979,528.4749,0.0,0.0,606.9227,771.7861,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083390,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.61,31.18,31.87,31.87,-11.025,0.9979,528.4749,0.0,0.0,606.9393,771.8028,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083406,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.61,31.18,31.87,31.87,-11.025,0.9979,528.4749,0.0,0.0,606.956,771.8195,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083421,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.61,31.18,31.87,31.87,-11.025,0.9979,528.4749,0.0,0.0,606.9727,771.8362,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083437,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.61,31.17,31.87,31.87,-11.025,0.9979,528.4749,0.0,0.0,606.9893,771.8528,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083453,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.6,31.17,31.86,31.86,-11.025,0.9979,528.4749,0.0,0.0,607.006,771.8695,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
1,1083468,8499.9951,799.9995,800.0174,0.0,-0.0,-0.0,0.0,0.0002,0.0,-0.0002,-0.0,0.0002,-0.9551,0.0155,0.0109,0.4031,0.4002,0.3982,0.3958,-0.0,0.0,0.0,-0.0,0.0002,0.0003,0.0002,0.0003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0002,-0.0002,0.0001,0.0001,0.0002,0.0002,0.0012,0.001,0.0018,0.0017,3620,4,700,1,6,-337.1286,-20.6969,-190.1068,0,0,0,31.6,31.17,31.86,31.86,-11.025,0.9979,528.4749,0.0,0.0,607.0226,771.8862,0,1,0,0,0,0,1,0,19,0,0.0008,0.0008,0.0013,0.0013,113
